uid	gender	age	occupation	seq
121	1	3	9	3105,3119,2732,2340,3025,1045,2154,2106,1738,958,1792,1096,1178,2963,645,1532,279,793,3436,47,1094,2845,1672,809,968,2611,1127,3457,364,880,2029,1158,11,1410,1615,1710,80,1497,1378,2468,1702,2910,2462,1184,1550,670,314,2755,669,214,1943,2117,3109,2757,2535,1624,2582,1495,1405,2759,2169,1491,2888,1837,3108,1102,1956,275,786,1122,1049,140,1476,3161,2745,2197,1483,1533,1724,2614,1974,895,2540,1131,1168,1683,2931,795,3006,837,570,1869,1424,1455,1475,362,3399,14,1444,2710
5257	0	3	3	2969,2983,823,1446,1080,3267,490,332,804,1113,1805,2730,2582,1950,1371,951,2375,2857,1066,1869,3307,213,2744,2452,2699,1727,2051,320,2004,2021,3216,2756,1696,212,447,337,2106,955,2687,11,1651,2169,1728,1141,1686,633,1364,646,1044,1050,829,808,1042,1207,1135,858,1131,2761,1190,3294,1209,992,2318,1119,1056,900,10,1886,298,1892,1352,1733,605,1840,2104,2908,1378,310,669,1204,2494,2295,1206,397,2170,2054,1745,566,565,560,1636,567,345,1126,1821,1812,905,915,1997,2093
182	1	4	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3124,1094,3184,1078,1755,106,2895,1733,456,1203,1190,2583,1371,1400,702,310,2092,286,1546,2297,155,1729,461,1345,1295,158
5373	1	1	12	0,0,0,0,1043,1087,106,3184,2261,517,1097,679,246,1042,1060,1052,1045,1046,561,1979,1649,1056,1334,1227,2632,1693,1118,1061,1190,2648,1371,2728,702,1942,3292,3293,1051,1004,50,674,279,2660,1407,2771,98,2434,1,2375,1126,566,565,560,2650,1812,905,1044,1064,1746,2904,1066,919,2368,1135,433,563,2283,940,2094,223,1500,1313,1326,2558,2380,2826,1833,1019,2718,2198,2900,526,2892,519,1528,447,1509,425,1510,2738,576,32,29,2342,622,3449,3383,964,1413,1422,276
1028	0	3	1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1488,791,797,3127,2384,2576,2068,1639,3027,2364
1557	1	0	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1755,3455,2552,2614,3476,3147,3344,3375,3467,3220,3528,3374,3221,3122,2935,3246,3469
2872	1	2	4	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1750,1067,971,1364,3480,2380,2527,2831,2660,2381,503,564,1059,279,2740,1483,1456,1188,2024,1030,307,1151,2596,2982,966,3419,1139,2623,2952,281,445,2837,6
3617	1	4	14	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3455,1067,3383,3416,3225,964,2693,2802,576,3399,3459,1070,1148,951,3252,1080,1727,2004,911,2841,430,3355,2419,2739,1728,702,3361,3112,2902,3431,3230,1729,742,351,2935,3429,2954,1043
5945	0	2	1	0,0,0,0,0,0,0,1040,2307,1375,32,2827,1771,2261,1205,1227,1371,1334,1190,310,2092,1042,1114,517,1056,971,1207,2154,1208,1209,1748,1865,1830,2106,1842,2012,1693,2063,1206,300,289,503,2024,106,576,279,1192,290,1483,1087,2362,235,1124,2036,1533,3036,276,562,1027,57,1994,184,318,339,1200,491,61,11,2894,268,2891,485,1509,213,2828,2544,1030,239,910,1377,693,3139,394,2130,1494,1,2095,1109,1313,2054,1326,2892,416,2083,1404,1833,447,1210,1472,1972
991	1	5	11	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1689,1067,3532,3480,2527,2660,967,3153,2095,2828,2650,2949,1059,279,924,576,1755,1483,968,36,2668,879,1992,57,25,1385,223,283,1224,505,1456,140,1497,2559,986,21,2803,562,1293,1475,2840,1071,1076,1151,1789,3042,1083,953,2730,3040,1036,2051
3423	1	2	14	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1728,2435,2477,310,3455,3454,3433,3429,3431,3424,3422,3423,3399,3402,674,1004,576,300,1071,1069,246,793,2527,2845,1060,2732,1102,1106,2461,2464,1068,2771,1100,808,1059,964,1080,1109,279,1043,32,1084
4176	1	2	14	0,0,0,0,0,0,0,0,0,0,0,0,0,1407,1236,1114,3226,3184,3383,3220,3225,2827,2527,2739,2801,1148,1218,3252,2623,3424,2040,1727,2616,1378,1728,3239,3235,1413,2759,2902,135,2004,430,1729,702,3238,2435,300,279,1059,564,1192,963,2771,1110,1,47,106,1755,561,2559,1224,2906,2261,1313,1640,32,433,718,2511,528,562,1651,2054,2052,1371,450,155,1570,1227,1783,2021,1492,334,2825,6,358,345,1981,1190,2380,2895,11,416,2764,929,1892,2894,2192,1491
5498	1	6	15	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809,1043,1110,1148,1127,2990,2993,562,528,1055,3105,570,2750,2588,856,1755,1044,1746,858,759,246,1042,1078,1046,3026,2368,1681,433,1121,1060,1682,561,1084,1135,2616,2224,2611,106,533,3184,2261,1086,1400,1068,2579,2105,1004,2095,34,1,2660,1109,2527,337,2236,2530,354,2126,300,2362,2596,2589,2732,3145,3127,2132,2444,2667,2033,2434,802,2347,2348,2435,2375,2828,1795,2650
2265	1	6	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1114,1919,2215,2585,337,1050,679,801,1143,2724,1116,503,1138,1086,964,2611,1046,151,1107,604,1688,1056
2364	1	6	5	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503,1068,759,1148,1067,1755,1218,1086,433,1084,919,1066,1681,2761,1400,2616,2614,456
2000	1	2	0	0,0,0,246,1845,1044,93,1102,1060,2390,1721,717,2297,1991,1235,239,3497,1730,3110,2566,2738,1892,1488,488,309,659,1157,1473,167,186,383,1521,2028,1176,363,2127,1753,672,3259,3260,313,782,2583,1236,106,2261,433,1400,561,456,666,1981,2052,2895,358,1327,450,361,1492,1783,929,2186,2764,605,349,10,1515,483,2307,2739,702,1368,6,1371,155,493,1334,669,522,1217,88,286,1729,275,1459,1645,418,1978,310,779,470,2396,2092,1345,1352,298,708,135,410,2896
456	1	4	18	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040,1066,1888,999,2826,2058,490,3454,2464,223,1109,990,2532,1225,3211,2698,1834,1371,1849,3162,1326,2956,2827,2003,2004
294	0	1	4	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503,999,2021,1184,3383,3149,3094,3344,3226,605,1126,2630,2527,526,1093,2813,612,1885,456,3123
5031	1	5	7	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3317,1049,2012,813,2405,1279,1670,1071,3249,789,2831,140,1533,966,1131,1094,102,1950,1148,203,3155,801,860,1685,2013,2477,812,331,3085,2106,2173,1120,1121,562,1090,960,214,1792,679,1690,838,2821,2036,1030,1126,2758,1681
4818	1	2	12	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1682,2293,3094,2885,2527,1239,1424,1755,576,1483,1615,2765,1093,32,939,561,2261,2827,1109,3089,283,2012,813,854,992,517,679,1060,1046,246,951,1042,1991,1693,3298,2583,1209,857,2154,1637,2335,2318,1375,622,2346,2295,753,2294,2320
2963	1	1	0	298,487,973,1546,1345,1978,2896,609,158,3356,1295,194,2856,3300,562,2827,2650,3030,3092,1732,1886,1802,2169,1830,3268,1529,3101,1813,623,908,566,1805,2054,1745,912,560,1862,345,1810,2693,2859,916,1814,1841,1866,1051,1815,1759,999,1533,823,756,11,1326,3066,1472,2744,2198,2530,2106,314,1265,1300,2130,2892,1364,325,426,2257,2692,1807,320,219,348,2470,622,101,2004,2558,3194,903,1959,2625,2360,965,2882,558,2035,389,2074,496,2270,1731,2107,3008,19,72,3184,3383,3346
5429	0	0	10	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1427,193,1491,87,3094,3184,3124,3145,2576,749,309,2435,2660,916,3211,2711,3162,2826,584,2738,2692,2667,2507,2739,2510,5,2286,3101
5365	1	1	12	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2366,3121,3271,348,1755,829,1218,246,2261,561,1042,1135,1056,1084,2614,1066,2616,1400,3235,358,3239,1371,2654,992,450,2653,702,1840,330,605,2652,275,2436,974,1398,1327,1492,2075,2297,1352,708,1345,609,2487,160,1295,2296,150,2394,2380,2188,2381,2660,2286,2658,2269,2390,2011,2198,2282,2094,2435,2095,2375,2650,2711,2739,2803,3027,2738,2956,1044,2615,1068,1981,456,2052,666,361,2307,2764,93,442
3544	1	0	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1044,418,337,246,674,2435,300,657,1040,2527,1042,1060,1046,2614,276,106,919,561,1135,2261,1710,1,2585,16,1313,1413,1651,1102,1326,2616,3162,1727,1066,433,32,2711,1090,1728,345,3138,526,2021,2559,1398,3225,140,666,279,2541,1492,2335,954,2583,1227,3239,1682,1696,2892,1428,1732,1203,1371,1179,314,1368,1637,2307,1892,361,10,1859,3218,3383
3296	1	4	16	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040,3068,1113,2988,844,1138,2585,2527,2745,3267,1122,840,473,2694,2464,1079,1136,1114,3162,1326,2698,1727,1696,2802,2870,2435,503
5690	1	1	12	1649,1371,2340,2728,1693,1061,1375,1227,3138,2154,456,1436,1190,1637,1841,1334,1738,1830,702,2012,2092,1748,1606,1739,2692,1222,1051,1645,1381,1529,1755,246,1043,759,1067,1044,919,106,1086,1068,433,2611,561,3165,1400,6,1536,1919,2761,330,450,666,2895,2764,929,3184,21,2052,530,992,469,2186,361,2223,1981,2681,974,300,1944,279,2771,2527,1091,2029,1120,1074,232,812,50,797,1059,417,2380,2262,2827,2623,1600,503,576,1110,1,1483,963,2203,3220,3027,2958,2949,2090,2559
1963	1	1	10	567,1675,1745,803,3039,354,2585,1955,2464,918,1950,3094,473,1131,2138,2029,1224,1413,2021,2986,2814,1569,511,1681,1119,283,2891,3281,3267,1899,3006,329,1135,2802,106,2650,2386,565,2559,2885,332,505,3454,2698,3532,2950,1371,69,3346,3028,246,1044,1067,1084,994,6,1056,450,2830,2126,2052,1207,21,358,1840,1400,2318,1368,1205,1190,1750,1217,1978,2307,1378,2297,1352,1395,2296,1830,605,310,2397,3056,298,493,275,349,158,1819,1222,702,2856,198,2770,1851,2120,2121,150,3392
5826	1	1	4	1424,1500,1191,1869,2070,300,279,503,1755,564,1059,576,963,2197,1651,2236,1109,2094,560,505,318,500,528,1920,3006,1994,2380,2058,2004,1227,666,568,61,1850,16,1552,151,430,562,2445,1491,11,416,1375,1941,1112,1509,206,1364,219,213,2349,476,2757,702,2894,3090,3068,1334,458,2360,50,345,1533,1235,358,2307,1528,559,101,939,320,1570,314,2476,4,1649,1265,2384,519,1981,2370,1943,558,515,669,744,1750,910,2398,2903,3,2494,525,2035,2286,1212,1295,3162,2692
1114	1	2	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1101,2319,205,811,759,3512,3507,3476,3383,3221,3345,1068,3298,1042,1086,919,1044,1066,3182,1043,1919,1046,1084,1727,992,1056,563,1207,2648,1840,3062,2105,3138,3355,1209,2175,1728,2104,2109,1093,1113,2527,106,561,1103,3184,526,2814,1994,1693,918,456,612,605,134,1391,3165
2449	1	2	12	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2906,1236,1131,3532,3480,3450,3416,3346,3496,964,2527,576,2464,3454,561,2615,2224,3027,106,1693,456,3226,276,3165,69
151	1	0	10	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,2892,2527,2262,3097,2380,3220,576,3488,3068,3,2623,2370,3246,2375,2435,2575,2922
1344	1	2	20	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,801,2062,2660,212,2640,967,2813,2390,2033,2397,2093,2435,2738,2375,2650,246,1042,2261,1114,1056,1061,2307,456,1637,1739,2064,576,2024,1071,1094,625,808,1192,279,107,34,2696,2047,2802,36,1132,223,505,1483,2559,1727,1994,2963,1497,563,1465,2910,2579,1533,3317,3066
4283	1	4	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2986,2910,1994,2660,2527,2827,2711,2802,2640,2738,2935,2809,2558,2559,3090,2748,3401
1132	1	5	3	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485,430,797,456,1994,252,1863,246,2005,3115,1080,1641,1122,1,2197,34,2827,300,576,1109,2660,503,296,36,140,17,251,248
4519	0	1	20	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,1112,1043,2838,1422,2527,2095,2660,503,491,2435,279,3110,2885,106,510,700,3036,1755,469,301,1375,2718,1483,32,2355,247,1151,1955,1057,1870,974,1134,1974,576,963,50
3282	1	3	14	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3137,246,759,2696,3115,1079,1075,949,1122,2988,1138,999,951,952,2883,3424,3039,2756,1834,3402,1213,2699,2849,1041,3353,2380,2527,2374,2360,2576,212,3153,2283,2827,2019,857,1322,3004,1148,1120,1225,799,2987,537,1151,1103,1109,1100,2468,3267,223,2637,1043,1789,2051,39,3455,3454,3433,3423,3404,3403,2335,1067,1040,564,300,625,279,576,801,1071,1074,3082,1086,107,1091,1476,808,1992,1680,1065,1059
299	1	2	7	2899,970,1030,1224,2033,2559,1144,2036,2985,1689,505,3280,2755,1090,318,2885,2579,1422,1456,934,2729,283,1112,2828,765,1453,1089,195,1994,2803,1533,2423,151,2260,315,1463,1475,1343,1461,2399,1974,1896,1686,1784,1436,939,11,14,604,986,213,2576,2093,2094,561,1078,1067,759,1640,469,2261,450,1400,1981,2583,1919,1368,358,1203,1398,1004,3225,3047,220,34,1109,2058,416,937,1313,1404,3064,353,116,3528,674,3149,1079,1151,39,1950,338,1696,1129,940,2106,473,2942,2070,1300
1938	0	5	13	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,1681,134,1042,3094,3226,797,2527,561,1103,1885,106,1456,918,1371,526,500,2630,3491,2737,759,300,1143,3401,1067,503,2477,1680,2850,564,1040,1071,2987,1059,1120,1107,3279,3085,1032,34,972,1674,1685,3082,958,1137,17,879,1140,2949,3480,3439
2982	1	6	6	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040,809,2718,1006,1620,2740,3094,2803,3027,2825,2982,813,1913,1321,1279,385,1968,1342,829,821,1501,2854
2053	1	1	4	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,971,1745,1135,1044,2186,106,3346,1500,279,1051,2435,561,2527,2464,2465,1755,2390,2802
2239	1	2	5	1368,1190,2307,456,1637,1606,24,1645,1157,1566,2810,2527,106,300,564,2024,576,1755,432,279,1059,2668,2197,2029,2623,1191,2802,700,34,1192,2576,369,1224,1974,1465,276,765,140,3006,1456,17,1533,235,1943,2762,25,1475,562,16,2833,593,451,986,404,283,61,469,484,11,2891,2894,1497,141,1455,1285,2386,362,430,1503,1380,2757,876,2380,992,2381,2660,2054,2132,212,967,3218,3153,2036,2283,3121,3312,3184,2712,2980,3345,1687,2186,2095,2435,2377,2375,2511,2837,2771,2828
2900	1	2	12	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2730,218,314,1109,361,561,963,2261,1192,576,47,1413,1177,593,6,1235,559,740
5913	1	5	0	2988,1080,1122,3039,2283,805,1992,810,2051,1114,1035,1109,1072,473,2390,2730,1533,2986,1955,2894,2883,1790,2423,2452,468,1825,2094,1950,213,2718,416,45,1875,2582,1686,2830,2803,2158,1670,433,1674,1974,2755,258,925,2802,134,1673,1047,1091,1678,1680,3379,958,1065,3083,1677,3234,1178,3069,2614,3252,2821,2615,3459,2616,3156,2672,2589,2243,3264,2656,2437,798,2613,1988,1823,1147,2847,2750,3109,2984,2535,1724,1683,2540,2491,1246,2696,3161,1641,3327,3323,2756,1196,3117,1740,2215,1218,1655
5767	0	2	7	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1114,3006,759,17,1457,3044,361,11,2105,1294,1806,358,568,974,804,515,646,1879,1187,1727,333,1364,39,1952,1044,561,1135,1084,919,1840,1086,2639,2364,1687,2093
169	1	2	3	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2893,2694,1789,152,1111,1027,802,2963,1128,1926,3279
4817	1	3	17	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1135,1678,860,1148,3039,3047,1004,674,1120,1798,1069,1079,1109,1075,1225,1789,1080,3344
5947	0	4	1	1053,3083,1673,3082,1076,2984,1666,3115,2197,1120,2024,1049,2960,2752,971,2726,1054,1668,1669,107,1103,815,3081,813,17,3137,1667,1680,848,2806,1132,1457,1681,3001,798,279,838,2850,2988,1684,50,564,792,2435,1065,793,817,1084,822,1911,1060,1113,960,433,820,1178,233,3116,2758,1885,47,992,1721,1903,301,1843,1500,430,1075,954,951,2637,799,2771,2095,999,2660,2283,787,2532,1151,2787,1789,1138,1020,246,679,3085,1097,1990,1991,1046,1145,2340,2827,1056,1375,2318,2222,2319
397	1	1	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1056,1326,559,3480,1066,883,813,992,325,2465,1398,2464,1060,1046,2527,3146,2380,11,1475,3039,140,2360,2762,1738,2764,1114,1739,1745,966,563,566,2660,133,206,517,3267,1078,106,2054,3162,407,1179,16,1422,2477,330,1388,604,22,1380,3047,1518,973,417
222	1	3	1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2730,2986,1696,953,919,1071,2464,1151,2390,2413
2213	1	0	10	0,0,0,0,0,0,0,2826,337,2375,2021,1109,1651,1326,2380,2894,925,101,1528,2983,170,1500,1785,1849,2360,2575,325,2902,349,386,3217,707,1625,2830,673,2507,2233,219,2262,2004,1739,3455,1514,476,2530,518,1956,333,2270,2035,236,710,411,2383,2183,623,676,143,336,5,225,2478,1867,193,692,544,2555,87,1767,2130,1894,12,1281,2620,1960,355,1372,599,19,1877,1895,1617,106,2527,576,1059,503,276,1483,1994,1465,1533,1224,2197,140,2559,500,61,1943,2359
2225	1	4	2	879,1677,17,2747,1192,842,1911,1673,1678,3391,140,958,1109,50,840,1668,3264,2342,1685,2097,3081,1724,1657,1806,2672,1908,1151,2694,3456,1812,2058,1457,829,2757,2844,3109,1690,2614,1821,844,1674,2931,2326,1049,1885,1689,1681,2585,1950,911,2255,1032,960,1692,554,1122,3036,2464,3069,3348,2831,2136,2837,2828,3532,1755,992,2132,2054,2390,2827,2366,2434,802,2089,1687,2435,1795,2094,797,868,1097,1103,3459,564,1120,1096,1672,2806,2752,808,794,1148,805,843,2760,2092,189,897,3445
5355	1	6	13	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,801,2683,808,1218,2527,2660,2630,2668,2714,2552,3336,3340,3379
5361	1	2	0	0,0,1111,246,679,1060,1097,1046,3297,813,3085,1084,561,578,32,1061,2583,1991,2827,994,1067,1064,1746,759,1078,1044,2368,919,1148,1218,1043,1042,2614,2611,1131,1755,433,1068,1066,2579,2616,1058,564,50,576,793,1192,1911,3234,792,1457,354,2491,797,3161,963,1093,2024,2771,674,1120,1225,1080,2283,2527,799,1069,1079,999,2986,2095,1122,34,954,2390,2694,3047,1109,223,1132,802,1128,1027,233,949,1825,2470,1899,1863,1732,299,1050,1207,1103,1098,858,1135,1105,2650,1119
245	0	1	14	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2692,246,50,1042,300,1059,1407,999,2095,1043,2585,1056,1114,2390,2614,561,1955,433,2615,2616,919,1084,2892,1151,3454,1313,140,1326,2004,1285,2802,1974,101,1146,3476,3239,941,3235,450,39,2857,2650,337,1491,1213,962,2654,1371,10,3467,974,3238,2894,2895,3233,1368,330,1952,1528,358,940,3039,2470,949,2380,2360,2370,2550,967,2286,2530
3987	0	2	15	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,151,3218,1407,3184,3344,3383,1070,1043,911,430,2828,2703,2817,1207,2711,702,2827,3165,2889,279,2435,2527,564,576,2095,503,2036,17,1035,2261,3036,561,106,3110,1,1994,433,1400,2366,2898,450,491,2757,1461,2899,473,1465,140,2583,1224,2436,1533,2894,39,345,2892,562,1173,338,2908,211,239,252,358,1398,2307,1981,1570,1552,1235,1244,2738,1334,1997,2900,568,646,966,2092,310,188,326,1637
357	0	2	14	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1840,1040,3344,3094,2527,2464,1885,1093,3383,612,2809,3529,3491,3476,3490
